id,name,four_letter,images_fetched
4274,"Salvador Dalí",ENFP,4
976,"Walt Disney",ENFP,4
974,"Oscar Wilde",ENFP,3
23619,"Bad Bunny",ENFP,4
1304,"George Carlin",ENFP,4
452,"Donald Glover / Childish Gambino",ENFP,4
152876,"Sunoo (ENHYPEN)",ENFP,4
10257,"Yeri (Red Velvet)",ENFP,4
39192,"Hirohiko Araki",ENFP,4
3226,"Brie Larson",ENFP,4
587,"Daniel Radcliffe",ENFP,3
16990,"Jake Gyllenhaal",ENFP,4
12096,"Pedro Pascal",ENFP,3
26814,"Lia (ITZY)",ENFP,4
770,"Charles Manson",ENFP,4
120233,"Ningning (aespa)",ENFP,3
15881,"Lily Collins",ENFP,4
9708,"Jackie Chan",ENFP,3
3821,"Chris Pratt",ENFP,4
6134,"Helena Bonham Carter",ENFP,4
16085,"Dylan O'Brien",ENFP,4
11070,"Jack Black",ENFP,4
22723,"Pete Davidson",ENFP,4
20468,"Noel Miller",ENFP,3
3110,"Andy Samberg",ENFP,4
24969,"Hoshi (SEVENTEEN)",ENFP,4
5939,"Cara Delevingne",ENFP,4
482316,"Nakamura Kazuha (LE SSERAFIM)",ENFP,4
297841,"Thomas Raggi",ENFP,4
29190,"Russell Brand",ENFP,4
17651,"Dave Chappelle",ENFP,4
23910,"Matthew Gray Gubler",ENFP,4
43732,"Kim Jonghyun (SHINee)",ENFP,3
20202,"Ezra Miller",ENFP,4
16157,"Blake Lively",ENFP,4
29449,"Lin-Manuel Miranda",ENFP,4
199707,"Tatsuki Fujimoto",ENFP,4
442475,"Pedro Scooby",ENFP,4
16123,"Steve Carell",ENFP,4
9233,"Taika Waititi",ENFP,4
42879,"Jaden Smith",ENFP,3
105487,"Linn da Quebrada (Lina)",ENFP,4
34146,"CallMeCarson",ENFP,4
16125,"John Krasinski",ENFP,4
120527,"Ice Cream Sandwich",ENFP,4
22144,"Jack Ma",ENFP,4
6236,"Victor Hugo",ENFP,4
24543,"Heung-Min Son",ENFP,4
29781,"Maisa Silva",ENFP,3
103932,"Alice Oseman",ENFP,4
30818,"Jeon Somi",ENFP,3
22127,"Akira Toriyama",ENFP,4
20110,"Cher",ENFP,4
8814,"Liza Koshy",ENFP,4
6576,"Trevor Noah",ENFP,3
38589,"Eiichiro Oda",ENFP,4
136,"Sandra Bullock",ENFP,4
25479,"Shia LaBeouf",ENFP,4
16693,"Madelaine Petsch",ENFP,4
979,"Keira Knightley",ENFP,4
5941,"Kristen Bell",ENFP,4
6311,"Arthur Rimbaud",ENFP,4
31949,"Kim Yoohyeon (DREAMCATCHER)",ENFP,4
29812,"Michael Sheen",ENFP,4
4945,"Carrie Fisher",ENFP,4
87814,"Manu Gavassi",ENFP,4
24705,"Jonah Hill",ENFP,4
45998,"Neil Cicierega",ENFP,4
31903,"Jooheon (MONSTA X)",ENFP,4
2309,"Zooey Deschanel",ENFP,4
6615,"Michio Kaku",ENFP,4
365775,"Young Multi",ENFP,4
429802,"Jooyeon (Xdinary Heroes)",ENFP,4
8815,"Sarah Paulson",ENFP,4
358333,"Lily (NMIXX)",ENFP,3
23900,"Arca",ENFP,2
159578,"Weston Koury (wes10)",ENFP,3
6566,"Julian Assange",ENFP,4
49549,"Vladimir Mayakovsky",ENFP,4
9261,"Mark Hamill",ENFP,4
14463,"Arin Hanson (Egoraptor)",ENFP,4
20952,"Jack Dylan Grazer",ENFP,3
3154,"James McAvoy",ENFP,4
94502,"BIBI",ENFP,3
22499,"Elijah Wood",ENFP,4
22031,"Lord Byron",ENFP,4
26959,"Yerin (GFRIEND)",ENFP,4
18903,"Julien Bam",ENFP,4
10637,"Renato Russo",ENFP,3
16646,"Amybeth McNulty",ENFP,3
16084,"Elle Fanning",ENFP,4
62835,"Israel Adesanya",ENFP,4
977,"Kurt Vonnegut",ENFP,4
31827,"Amber Liu",ENFP,4
34789,"Gustavo Cerati",ENFP,4
44701,"Ben Barnes",ENFP,4
414405,"Reneé Rapp",ENFP,4
6274,"Charles Dickens",ENFP,4
11630,"Walt Whitman",ENFP,4
36148,"Adam Conover (Adam Ruins Everything)",ENFP,3
108679,"Daniel Thrasher",ENFP,4
33664,"Giannis Antetokounmpo",ENFP,4
29794,"Theo Von",ENFP,4
29441,"Choi Yujin (Kep1er)",ENFP,3
1399,"Debby Ryan",ENFP,4
116537,"Barbascura X",ENFP,3
41634,"Gaten Matarazzo",ENFP,4
451,"Alison Brie",ENFP,3
127798,"Meatcanyon",ENFP,3
9219,"Dr. Seuss",ENFP,4
24658,"Eunji (Apink)",ENFP,4
11485,"Greta Gerwig",ENFP,4
22610,"Woody Harrelson",ENFP,4
8728,"Hunter S. Thompson",ENFP,4
3260,"Alejandro Jodorowsky",ENFP,4
287677,"Antonia "Toni" Gentry",ENFP,4
12474,"Seth Rogen",ENFP,4
315063,"Emily Alyn Lind",ENFP,4
20739,"Owen Wilson",ENFP,4
809519,"Kim Gyuvin (ZEROBASEONE)",ENFP,4
410661,"Bae (NMIXX)",ENFP,3
426619,"Leeseo (IVE)",ENFP,4
110988,"Kim Go-eun",ENFP,4
217173,"Yoon (STAYC)",ENFP,3
11590,"Gabriel Garcia Márquez",ENFP,4
33105,"James Acaster",ENFP,4
11762,"Roald Dahl",ENFP,4
981,"Shailene Woodley",ENFP,4
29783,"Park Bom",ENFP,4
41594,"Marco Merrino (croix89)",ENFP,4
22753,"Gus Johnson",ENFP,4
11373,"Orson Welles",ENFP,4
25484,"Kaya Scodelario",ENFP,4
119210,"Luca Macarini (Drawn Mask)",ENFP,4
71209,"Eugenio Derbez",ENFP,4
11179,"Rick Riordan",ENFP,2
13398,"Thomas Sanders",ENFP,4
30949,"Cho Seungyoun (WOODZ)",ENFP,3
134909,"Juhaknyeon (The Boyz)",ENFP,3
464411,"Harvey (XG)",ENFP,4
70548,"Shannon (CreepShow Art)",ENFP,4
30272,"Zara Larsson",ENFP,4
49205,"Bill Kaulitz",ENFP,3
407725,"Anupam Tripathi",ENFP,4
13050,"Will Ferrell",ENFP,4
237513,"Moon Ga-Young",ENFP,4
70773,"Paulo Gustavo",ENFP,4
96165,"Grant Gustin",ENFP,4
192410,"Jack Quaid",ENFP,4
3773,"Gene Wilder",ENFP,4
8913,"Michael J. Fox",ENFP,4
338321,"Ceyda Kasabalı",ENFP,4
89233,"Josh Hutcherson",ENFP,4
22262,"Peter Jackson",ENFP,4
249042,"Jovani Vázquez",ENFP,4
49090,"Misha Collins",ENFP,3
2160,"J. J. Abrams",ENFP,4
449972,"Beomhan",ENFP,4
74359,"Moriah Elizabeth",ENFP,4
10926,"Matt Smith",ENFP,4
50368,"Kat Dennings",ENFP,4
26224,"Sarah Hyland",ENFP,4
137899,"Berk Keklik (uberkuloz)",ENFP,4
250961,"DarioMocciaChannel (Dario Moccia)",ENFP,4
16715,"Maisie Williams",ENFP,3
483512,"Ke Huy Quan",ENFP,4
143631,"Yıldız Tilbe",ENFP,2
69223,"Percy Shelley",ENFP,3
16792,"Graham Norton",ENFP,4
22292,"Macaulay Culkin",ENFP,4
165279,"Hazal Kaya",ENFP,3
14849,"Kiernan Shipka",ENFP,4
38232,"Raffa Moreira",ENFP,4
28825,"Beto O'Rourke",ENFP,3
74314,"Tony Ferguson",ENFP,3
61853,"René Perez Joglar (Residente)",ENFP,4
29970,"CalebCity",ENFP,4
53974,"Awkwafina",ENFP,4
428071,"Iñaki Godoy",ENFP,4
312947,"Eugene Kalinkin",ENFP,4
28206,"Olivia Colman",ENFP,3
231221,"Li Bai (Li Bo)",ENFP,3
597968,"Haley Kalil",ENFP,4
177301,"Gun ATP Atthaphan Phunsawat",ENFP,4
288397,"Jenna Ortega",ENTJ,4
444,"Steve Jobs",ENTJ,4
108,"Arnold Schwarzenegger",ENTJ,4
43105,"Aidan Gallagher",ENTJ,4
152884,"Ni-Ki (ENHYPEN)",ENTJ,4
20610,"Heejin (ARTMS)",ENTJ,4
60814,"Javier Milei",ENTJ,4
294109,"Jude Bellingham",ENTJ,4
30917,"Elizabeth Holmes",ENTJ,4
2313,"Carl Sagan",ENTJ,3
24453,"Mohammed bin Salman (MBS)",ENTJ,4
12718,"Simon Cowell",ENTJ,4
315,"Franklin D. Roosevelt",ENTJ,4
23886,"Naomi Campbell",ENTJ,4
35388,"Elizabeth Gillies",ENTJ,4
488229,"Tristan Tate",ENTJ,4
1573,"James Cameron",ENTJ,4
2288,"Tony Robbins",ENTJ,3
140969,"Anna Sorokin",ENTJ,4
43733,"Key (SHINee)",ENTJ,4
9459,"José Mourinho",ENTJ,4
16149,"Gillian Anderson",ENTJ,4
65026,"Muharrem İnce",ENTJ,3
373058,"Seo Youngeun (Kep1er)",ENTJ,4
6491,"Charlize Theron",ENTJ,4
830129,"Park Gunwook (ZEROBASEONE)",ENTJ,4
844525,"Ahyeon (BABYMONSTER)",ENTJ,4
967,"George Clooney",ENTJ,3
3739,"Richard Wagner",ENTJ,3
30278,"Gabrielle Bonheur “Coco” Chanel",ENTJ,4
104717,"Ted Nivison",ENTJ,4
36831,"Katharine Hepburn",ENTJ,4
837119,"Kim Taerae (ZEROBASEONE)",ENTJ,4
5645,"Elizabeth Warren",ENTJ,4
33029,"Pete Buttigieg",ENTJ,4
16059,"Nancy Pelosi",ENTJ,3
12281,"George Soros",ENTJ,4
4937,"Lauren Southern",ENTJ,4
117535,"Doda (Dorota Rabczewska)",ENTJ,4
10138,"Vince McMahon",ENTJ,4
6495,"Johan Cruyff",ENTJ,4
36557,"Mindy Kaling",ENTJ,4
16799,"Jimmy Carr",ENTJ,4
34339,"Song Joong-Ki",ENTJ,4
14469,"Jack London",ENTJ,4
20430,"Al Gore",ENTJ,4
83933,"Betty White †",ENTJ,4
684,"David Letterman",ENTJ,4
457833,"Eileen Feng Gu (Ailing Gu)",ENTJ,4
13397,"Irina Shayk",ENTJ,4
11586,"Rudy Giuliani",ENTJ,4
65698,"Dana White",ENTJ,3
41856,"Whoopi Goldberg",ENTJ,4
54482,"Angela Davis",ENTJ,4
320823,"Oleg Tinkov",ENTJ,4
431240,"Erik ten Hag",ENTJ,4
20362,"Elizabeth Bathory",ENTJ,4
34991,"Enrico Fermi",ENTJ,4
35045,"Andrew Cuomo",ENTJ,4
14323,"Triple H",ENTJ,4
31319,"Zico (Block B)",ENTJ,4
161512,"Doyoung (TREASURE)",ENTJ,3
24907,"Anne, Princess Royal of the United Kingdom",ENTJ,4
11651,"Chelsea Handler",ENTJ,4
60722,"Pedro Alonso",ENTJ,3
20038,"Barbra Streisand",ENTJ,4
131961,"Simon Leviev “The Tinder Swindler”",ENTJ,4
50,"Chris Paul",ENTJ,4
301725,"Thomas Tuchel",ENTJ,4
22549,"Jimmy Savile",ENTJ,4
688,"Rush Limbaugh",ENTJ,3
36165,"Dan (Danplan)",ENTJ,4
106839,"Vittorio Sgarbi",ENTJ,4
117286,"Rain",ENTJ,4
255198,"Valentina Zenere",ENTJ,4
12332,"Robert Redford",ENTJ,4
27926,"Booba",ENTJ,4
33411,"Richard Spencer",ENTJ,3
23762,"Sandra Oh",ENTJ,4
43788,"Harlan Ellison",ENTJ,4
9674,"Lauren Bacall",ENTJ,4
324316,"Ehsan Alikhani",ENTJ,4
2086,"Penn Jillette",ENTJ,4
84893,"Najwa Nimri",ENTJ,4
44243,"Lee Seung-gi",ENTJ,4
49624,"Shoko Asahara",ENTJ,4
236472,"Yury Dud",ENTJ,4
475412,"Ümit Özdağ",ENTJ,3
13921,"Michael Douglas",ENTJ,4
53835,"Lisa Su",ENTJ,4
28634,"Dan Peña",ENTJ,4
82639,"Arran Lomas (Thoughty2)",ENTJ,4
56021,"Patrick Bet-David",ENTJ,4
71358,"Daniel Sloss",ENTJ,2
195419,"Thiago Nigro (O Primo Rico)",ENTJ,3
50525,"Ava Gardner",ENTJ,3
36935,"Cobie Smulders",ENTJ,4
20176,"Klaus Kinski",ENTJ,4
37774,"Donatella Versace",ENTJ,4
354814,"Dave Farina (Professor Dave Explains)",ENTJ,4
135849,"Junior Rorimpandey "Juna"",ENTJ,4
197247,"Haluk Tatar",ENTJ,2
130436,"Eteri Tutberidze",ENTJ,4
96857,"Antón Álvarez (C. Tangana)",ENTJ,4
175629,"Florentino Pérez",ENTJ,4
367253,"Kim Yeon-Koung",ENTJ,4
1500,"Theo James",ENTJ,4
1525,"Larry Ellison",ENTJ,4
28658,"Jesse Ventura",ENTJ,4
28476,"J. K. Simmons",ENTJ,4
303828,"Shalom Harlow",ENTJ,4
120338,"Cody Rhodes",ENTJ,4
129096,"Yoon (WINNER)",ENTJ,4
47019,"Charlamagne tha God",ENTJ,4
37379,"Matt Dillahunty",ENTJ,4
56779,"Bernard Arnault",ENTJ,4
476772,"Alex Hormozi",ENTJ,4
13920,"Kirk Douglas",ENTJ,4
138502,"Özgür Demirtaş",ENTJ,3
75383,"Greg Davies",ENTJ,3
125959,"Nevşin Mengü",ENTJ,4
130471,"Kayleigh McEnany",ENTJ,4
264641,"Viki Gabor",ENTJ,3
35557,"Eduardo Bonvallet",ENTJ,3
324363,"Thiago Finch",ENTJ,4
34970,"Pierre-Simon Laplace",ENTJ,4
56259,"Kollegah",ENTJ,4
35555,"Oliver Kahn",ENTJ,4
29921,"Carl Orff",ENTJ,4
113198,"Jones Manoel",ENTJ,3
258963,"María Félix",ENTJ,4
103195,"Michael Franzese",ENTJ,4
39590,"Gavin Newsom",ENTJ,4
150677,"Jelena Karleusa",ENTJ,4
176621,"Chad Michael Murray",ENTJ,4
14874,"Abby Martin",ENTJ,4
16058,"Paul Ryan",ENTJ,4
64194,"Mark Phillips",ENTJ,4
267177,"Nurlan Saburov",ENTJ,4
218960,"Radwa El Sherbiny",ENTJ,3
119418,"Fatih Altaylı",ENTJ,3
199853,"Richard D. Wolff",ENTJ,4
7238,"Louis van Gaal",ENTJ,4
38239,"Phil Spencer",ENTJ,4
27091,"Charles Sobhraj",ENTJ,4
24050,"Chuck Schumer",ENTJ,4
216898,"Jon Ossoff",ENTJ,4
464404,"Jurin (XG)",ENTJ,3
10492,"Frances McDormand",ENTJ,4
11087,"Eric Cantona",ENTJ,4
459263,"Ashneer Grover",ENTJ,3
22263,"George Westinghouse",ENTJ,4
36855,"Sheryl Sandberg",ENTJ,4
20080,"Grace Jones",ENTJ,4
40886,"Mr. T",ENTJ,4
16078,"Satya Nadella",ENTJ,3
373044,"Maximilian Schmidt",ENTJ,2
119921,"Seo Woobin (CRAVITY)",ENTJ,4
52471,"Dian Sastrowardoyo",ENTJ,3
366845,"Roman Reigns (Tribal Chief)",ENTJ,4
49164,"Mel Robbins",ENTJ,4
76040,"Jane Lynch",ENTJ,4
77491,"Napoleon Hill",ENTJ,3
48170,"Fernandinho Beira-Mar",ENTJ,4
329238,"Matteo Professione (Ernia)",ENTJ,4
10799,"Yngwie Malmsteen",ENTJ,4
13913,"Diane Kruger",ENTJ,4
33381,"Rosie O'Donnell",ENTJ,4
23122,"David Hogg",ENTJ,4
60345,"Miyuki Sawashiro",ENTJ,4
107262,"Ajda Pekkan",ENTJ,4
19922,"Laura Prepon",ENTJ,4
129658,"Lyle Menendez",ENTJ,4
199616,"Nathalia Arcuri (Me Poupe)",ENTJ,4
93511,"Cus D'Amato",ENTJ,4
67385,"Gué Pequeno (Cosimo Fini)",ENTJ,4
38837,"Farhang Holakouee",ENTJ,4
48540,"Nancy Reagan",ENTJ,4
133875,"Shelia Eddy",ENTJ,4
7219,"Piero Scaruffi",ENTJ,4
97276,"Judge Lauren Lake",ENTJ,3
76096,"Charles "Lucky" Luciano",ENTJ,4
424076,"Monika (Shin Jungwoo)",ENTJ,4
69850,"Peter Jones",ENTJ,4
557079,"Bahareh Afshari",ENTJ,3
98024,"Philip Zimbardo",ENTJ,4
34790,"Ilia Chavchavadze",ENTJ,4
90627,"Dennis Quaid",ENTJ,4
150037,"Abimael Guzmán",ENTJ,4
45264,"Josh Hawley",ENTJ,4
54401,"Mae West",ENTJ,4
568349,"Mike O'Hearn",ENTJ,4
509135,"Brian Tracy",ENTJ,4
76100,"Bugsy Siegel",ENTJ,4
43556,"Marília Gabriela",ENTJ,4
236244,"Kahi (After School)",ENTJ,4
252004,"Park Yoo-na",ENTJ,3
139066,"Dr. Dodo",ENTJ,3
50181,"Gertrude Stein",ENTJ,4
36692,"Jamie Dimon",ENTJ,3
12937,"Kim Jisoo (BLACKPINK)",ENTP,4
28428,"Han (Stray Kids)",ENTP,4
1735,"Quentin Tarantino",ENTP,4
24954,"Yeonjun (TXT)",ENTP,4
1884,"Ted Bundy",ENTP,4
151,"Robert Downey Jr.",ENTP,4
3496,"Neil deGrasse Tyson",ENTP,3
534943,"mbti_tties",ENTP,3
20948,"Finn Wolfhard",ENTP,4
9242,"Ricky Gervais",ENTP,4
39981,"Sunwoo (The Boyz)",ENTP,4
2310,"Ryan Reynolds",ENTP,4
152871,"Jay (ENHYPEN)",ENTP,4
16694,"Cole Sprouse",ENTP,4
24927,"Johnny (NCT)",ENTP,3
687,"Conan O'Brien",ENTP,4
6535,"Stan Lee",ENTP,4
539,"Benjamin Franklin",ENTP,4
20467,"Cody Kolodziejzyk "Cody Ko"",ENTP,4
2710,"Richard Feynman",ENTP,4
24921,"Kim Sejeong",ENTP,4
8823,"Thomas Müller",ENTP,4
30946,"Yunho (ATEEZ)",ENTP,4
2292,"Martin Scorsese",ENTP,4
589,"Tom Hanks",ENTP,4
973,"Mark Twain",ENTP,4
79896,"Gege Akutami",ENTP,4
20426,"Rita Lee",ENTP,3
43886,"Yangyang (WayV) (NCT)",ENTP,3
9691,"Josef Mengele",ENTP,4
10916,"David Tennant",ENTP,4
1524,"John McAfee",ENTP,4
19874,"Tucker Carlson",ENTP,4
1042,"Anna Kendrick",ENTP,4
11277,"The Zodiac Killer",ENTP,4
5992,"Shah Rukh Khan",ENTP,4
2861,"Jürgen Klopp",ENTP,4
21545,"Alex Hirsch",ENTP,4
480,"Howard Stern",ENTP,4
2705,"Sacha Baron Cohen",ENTP,4
12439,"Paul Rudd",ENTP,4
31953,"Lee Siyeon (DREAMCATCHER)",ENTP,3
8918,"Chen (EXO)",ENTP,4
6935,"Jeff Goldblum",ENTP,4
2055,"Bill Nye "The Science Guy"",ENTP,3
10455,"Bryan Cranston",ENTP,4
8005,"Bill Hader",ENTP,4
23123,"Sam Hyde / Million Dollar Extreme",ENTP,4
41461,"Cem Yılmaz",ENTP,4
27557,"Kim Heechul (Super Junior)",ENTP,4
36316,"Robert Sheehan",ENTP,4
3163,"Bill Maher",ENTP,3
