id,mbti,input_path,face_path,conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2,split
80,ENFJ,ENFJ/24e435c0e7.jpg,ENFJ/24e435c0e7_face.jpg,0.8832295536994934,53,37,118,135,train
81,ENFJ,ENFJ/2534772ad5.jpg,ENFJ/2534772ad5_face.jpg,0.5657432079315186,271,255,601,705,train
82,ENFJ,ENFJ/2541e128d4.jpg,ENFJ/2541e128d4_face.jpg,0.9432256817817688,68,33,172,166,train
83,ENFJ,ENFJ/25db770749.jpg,ENFJ/25db770749_face.jpg,0.8912912011146545,55,33,125,121,train
84,ENFJ,ENFJ/25ea58a048.jpg,ENFJ/25ea58a048_face.jpg,0.8787801861763,193,121,426,497,train
85,ENFJ,ENFJ/25fad84e70.jpg,ENFJ/25fad84e70_face.jpg,0.909447193145752,493,303,887,849,train
86,ENFJ,ENFJ/264e4db962.jpg,ENFJ/264e4db962_face.jpg,0.90633362531662,169,89,530,566,train
87,ENFJ,ENFJ/26b8dce741.jpg,ENFJ/26b8dce741_face.jpg,0.9200865030288696,221,255,460,597,val
88,ENFJ,ENFJ/27119a9f54.jpg,ENFJ/27119a9f54_face.jpg,0.9102985858917236,182,148,621,707,train
89,ENFJ,ENFJ/27ad4066b5.jpg,ENFJ/27ad4066b5_face.jpg,0.9101372957229614,506,398,1558,1942,train
90,ENFJ,ENFJ/27daf19a2c.jpg,ENFJ/27daf19a2c_face.jpg,0.9153501391410828,97,69,248,283,val
91,ENFJ,ENFJ/283c8b73cc.jpg,ENFJ/283c8b73cc_face.jpg,0.9032295346260072,156,189,446,636,train
92,ENFJ,ENFJ/28ae949066.jpg,ENFJ/28ae949066_face.jpg,0.9127891659736632,27,30,98,132,train
93,ENFJ,ENFJ/2950eef337.jpg,ENFJ/2950eef337_face.jpg,0.8745059370994568,76,59,129,128,train
94,ENFJ,ENFJ/2950fc630e.jpg,ENFJ/2950fc630e_face.jpg,0.8936824798583984,117,24,174,104,train
95,ENFJ,ENFJ/295ac79143.jpg,ENFJ/295ac79143_face.jpg,0.8803730010986328,188,102,322,280,train
96,ENFJ,ENFJ/2a3249938c.jpg,ENFJ/2a3249938c_face.jpg,0.8842288851737976,50,60,145,168,train
97,ENFJ,ENFJ/2a4185181c.jpg,ENFJ/2a4185181c_face.jpg,0.8962125778198242,278,170,602,618,train
98,ENFJ,ENFJ/2a6ae52928.jpg,ENFJ/2a6ae52928_face.jpg,0.896918773651123,59,19,114,88,train
99,ENFJ,ENFJ/2aeb842677.jpg,ENFJ/2aeb842677_face.jpg,0.8946947455406189,99,22,161,116,val
100,ENFJ,ENFJ/2b2513128d.jpg,ENFJ/2b2513128d_face.jpg,0.9073888063430786,71,45,154,154,train
101,ENFJ,ENFJ/2c0e007034.jpg,ENFJ/2c0e007034_face.jpg,0.9053913950920104,277,65,453,330,train
102,ENFJ,ENFJ/2c1d50f9c8.jpg,ENFJ/2c1d50f9c8_face.jpg,0.905080497264862,240,75,655,566,test
103,ENFJ,ENFJ/2c5a6bdf1f.jpg,ENFJ/2c5a6bdf1f_face.jpg,0.8915814161300659,96,19,158,113,val
104,ENFJ,ENFJ/2c9082ca3e.jpg,ENFJ/2c9082ca3e_face.jpg,0.935754656791687,107,4,453,434,train
105,ENFJ,ENFJ/2cd781fa63.jpg,ENFJ/2cd781fa63_face.jpg,0.8957281708717346,319,17,510,276,test
106,ENFJ,ENFJ/2d19a72a75.jpg,ENFJ/2d19a72a75_face.jpg,0.8974903225898743,44,51,133,177,train
107,ENFJ,ENFJ/2e754a7799.jpg,ENFJ/2e754a7799_face.jpg,0.9147448539733888,265,42,493,340,train
108,ENFJ,ENFJ/2ecb2b846b.jpg,ENFJ/2ecb2b846b_face.jpg,0.9081709384918212,54,20,139,139,train
109,ENFJ,ENFJ/2f555824a8.jpg,ENFJ/2f555824a8_face.jpg,0.8935303092002869,44,25,141,169,test
110,ENFJ,ENFJ/2fe167cb69.jpg,ENFJ/2fe167cb69_face.jpg,0.904857099056244,230,55,446,328,train
111,ENFJ,ENFJ/301bcbc251.jpg,ENFJ/301bcbc251_face.jpg,0.9140611886978148,148,152,593,829,val
112,ENFJ,ENFJ/30ddaef03d.jpg,ENFJ/30ddaef03d_face.jpg,0.9062005877494812,76,63,243,292,train
113,ENFJ,ENFJ/32002761f6.jpg,ENFJ/32002761f6_face.jpg,0.9085578918457032,173,78,336,309,test
114,ENFJ,ENFJ/3236f005fd.jpg,ENFJ/3236f005fd_face.jpg,0.9047444462776184,212,133,505,552,val
115,ENFJ,ENFJ/3242c828e5.jpg,ENFJ/3242c828e5_face.jpg,0.8983007073402405,48,37,137,169,train
116,ENFJ,ENFJ/34f638aea3.jpg,ENFJ/34f638aea3_face.jpg,0.8716732859611511,38,48,118,165,val
117,ENFJ,ENFJ/35bce0ee2c.jpg,ENFJ/35bce0ee2c_face.jpg,0.912391722202301,265,261,1033,1324,val
118,ENFJ,ENFJ/36a11839f9.jpg,ENFJ/36a11839f9_face.jpg,0.90191251039505,12,0,766,1041,train
119,ENFJ,ENFJ/379f1d3975.jpg,ENFJ/379f1d3975_face.jpg,0.9117625951766968,823,110,1860,1371,train
120,ENFJ,ENFJ/3800ba800a.jpg,ENFJ/3800ba800a_face.jpg,0.9338352084159852,319,6,774,501,train
121,ENFJ,ENFJ/38752177fc.jpg,ENFJ/38752177fc_face.jpg,0.8512288331985474,915,0,2760,2589,train
122,ENFJ,ENFJ/390dab1dd1.jpg,ENFJ/390dab1dd1_face.jpg,0.9109840393066406,122,104,409,515,val
123,ENFJ,ENFJ/3a97072d5e.jpg,ENFJ/3a97072d5e_face.jpg,0.8770925402641296,87,42,175,148,val
124,ENFJ,ENFJ/3ace862d09.jpg,ENFJ/3ace862d09_face.jpg,0.8772611618041992,79,85,110,129,train
125,ENFJ,ENFJ/3b6193990b.jpg,ENFJ/3b6193990b_face.jpg,0.8627644777297974,63,32,109,94,val
126,ENFJ,ENFJ/3ba0665682.jpg,ENFJ/3ba0665682_face.jpg,0.9105877876281738,63,57,164,209,train
127,ENFJ,ENFJ/3c769ef0b2.jpg,ENFJ/3c769ef0b2_face.jpg,0.8972312808036804,470,135,722,494,train
128,ENFJ,ENFJ/3d38b2c5ca.jpg,ENFJ/3d38b2c5ca_face.jpg,0.900977611541748,63,1,243,166,train
129,ENFJ,ENFJ/3d7c1cb5f6.jpg,ENFJ/3d7c1cb5f6_face.jpg,0.9167842268943788,211,313,705,1010,test
130,ENFJ,ENFJ/3d7d0018bb.jpg,ENFJ/3d7d0018bb_face.jpg,0.8083137273788452,65,20,147,153,train
131,ENFJ,ENFJ/3da9a1498e.jpg,ENFJ/3da9a1498e_face.jpg,0.9123791456222534,43,53,130,170,train
132,ENFJ,ENFJ/3dfee8e4c1.jpg,ENFJ/3dfee8e4c1_face.jpg,0.8982763886451721,59,24,128,115,train
133,ENFJ,ENFJ/3e21dbb3e3.jpg,ENFJ/3e21dbb3e3_face.jpg,0.908841907978058,358,325,1192,1409,train
134,ENFJ,ENFJ/3e8508eebf.jpg,ENFJ/3e8508eebf_face.jpg,0.8342952728271484,66,36,201,184,train
135,ENFJ,ENFJ/3f01d708ff.jpg,ENFJ/3f01d708ff_face.jpg,0.8952151536941528,57,37,123,123,train
136,ENFJ,ENFJ/3fcedff466.jpg,ENFJ/3fcedff466_face.jpg,0.8897283673286438,73,41,167,157,train
137,ENFJ,ENFJ/3feda6405e.jpg,ENFJ/3feda6405e_face.jpg,0.9087238311767578,238,252,767,983,test
138,ENFJ,ENFJ/4007386e83.jpg,ENFJ/4007386e83_face.jpg,0.8896101117134094,206,169,537,625,train
139,ENFJ,ENFJ/40625292bf.jpg,ENFJ/40625292bf_face.jpg,0.9302904009819032,94,36,202,178,train
140,ENFJ,ENFJ/40a399b510.jpg,ENFJ/40a399b510_face.jpg,0.9023309350013732,364,46,534,268,train
141,ENFJ,ENFJ/420e2938f0.jpg,ENFJ/420e2938f0_face.jpg,0.9396715760231018,365,477,1824,2464,test
142,ENFJ,ENFJ/42e78d06f1.jpg,ENFJ/42e78d06f1_face.jpg,0.9076827764511108,56,33,137,155,val
143,ENFJ,ENFJ/43a1a0844c.jpg,ENFJ/43a1a0844c_face.jpg,0.9083316326141356,383,176,1020,1013,train
144,ENFJ,ENFJ/443c90d554.jpg,ENFJ/443c90d554_face.jpg,0.9041945338249208,76,54,138,145,train
145,ENFJ,ENFJ/445b8054a9.jpg,ENFJ/445b8054a9_face.jpg,0.9048001170158386,141,85,404,455,train
146,ENFJ,ENFJ/4485e935ec.jpg,ENFJ/4485e935ec_face.jpg,0.90343576669693,57,38,145,159,train
147,ENFJ,ENFJ/44c0e7d6f3.jpg,ENFJ/44c0e7d6f3_face.jpg,0.8982374668121338,118,38,177,124,train
148,ENFJ,ENFJ/452e0bd5ab.jpg,ENFJ/452e0bd5ab_face.jpg,0.8945436477661133,1211,200,1666,823,train
149,ENFJ,ENFJ/455a4ab679.jpg,ENFJ/455a4ab679_face.jpg,0.9090840220451356,57,27,168,179,train
150,ENFJ,ENFJ/458b612062.jpg,ENFJ/458b612062_face.jpg,0.8995780944824219,282,209,571,604,train
151,ENFJ,ENFJ/46180d3271.jpg,ENFJ/46180d3271_face.jpg,0.9063424468040466,600,382,1389,1474,train
152,ENFJ,ENFJ/474422658c.jpg,ENFJ/474422658c_face.jpg,0.8992285132408142,56,33,134,135,train
153,ENFJ,ENFJ/4826b47aaa.jpg,ENFJ/4826b47aaa_face.jpg,0.8786614537239075,318,247,589,664,train
154,ENFJ,ENFJ/483c690fb3.jpg,ENFJ/483c690fb3_face.jpg,0.9072401523590088,83,23,157,115,train
155,ENFJ,ENFJ/486e0d3534.jpg,ENFJ/486e0d3534_face.jpg,0.9320312142372132,27,49,182,262,train
156,ENFJ,ENFJ/494349ac3f.jpg,ENFJ/494349ac3f_face.jpg,0.908884346485138,796,511,1851,1976,train
157,ENFJ,ENFJ/49a8016356.jpg,ENFJ/49a8016356_face.jpg,0.9010851383209229,376,77,561,327,val
158,ENFJ,ENFJ/4a1910c3b4.jpg,ENFJ/4a1910c3b4_face.jpg,0.9421535134315492,307,25,767,647,train
159,ENFJ,ENFJ/4b578f4663.jpg,ENFJ/4b578f4663_face.jpg,0.9110930562019348,63,26,134,123,train
160,ENFJ,ENFJ/4b7a4d9581.jpg,ENFJ/4b7a4d9581_face.jpg,0.9433584213256836,122,60,317,308,test
161,ENFJ,ENFJ/4bd0490f97.jpg,ENFJ/4bd0490f97_face.jpg,0.9171040654182434,40,74,148,214,train
162,ENFJ,ENFJ/4cff8d26c8.jpg,ENFJ/4cff8d26c8_face.jpg,0.920423150062561,436,171,938,834,train
163,ENFJ,ENFJ/4dc18fb465.jpg,ENFJ/4dc18fb465_face.jpg,0.9285382032394408,63,38,153,170,train
164,ENFJ,ENFJ/4e49b17983.jpg,ENFJ/4e49b17983_face.jpg,0.89988774061203,50,18,152,169,train
165,ENFJ,ENFJ/4e5ed28f10.jpg,ENFJ/4e5ed28f10_face.jpg,0.8850452303886414,195,226,584,758,train
166,ENFJ,ENFJ/4eb68c0264.jpg,ENFJ/4eb68c0264_face.jpg,0.9040008187294006,473,183,790,581,train
167,ENFJ,ENFJ/4ef2067beb.jpg,ENFJ/4ef2067beb_face.jpg,0.8954205513000488,945,385,1405,975,val
168,ENFJ,ENFJ/4f1d945125.jpg,ENFJ/4f1d945125_face.jpg,0.92308908700943,6,22,120,155,train
169,ENFJ,ENFJ/4fcb719276.jpg,ENFJ/4fcb719276_face.jpg,0.9041597843170166,170,121,381,414,train
170,ENFJ,ENFJ/4fd921df25.jpg,ENFJ/4fd921df25_face.jpg,0.908094882965088,48,63,152,197,val
171,ENFJ,ENFJ/502640b8ff.jpg,ENFJ/502640b8ff_face.jpg,0.8947956562042236,92,40,173,158,train
172,ENFJ,ENFJ/50ddc73ee2.jpg,ENFJ/50ddc73ee2_face.jpg,0.8862088918685913,461,207,869,777,train
173,ENFJ,ENFJ/512de75d85.jpg,ENFJ/512de75d85_face.jpg,0.8687176704406738,894,171,1936,1478,train
174,ENFJ,ENFJ/51520dd4a7.jpg,ENFJ/51520dd4a7_face.jpg,0.8721465468406677,154,168,457,564,train
175,ENFJ,ENFJ/5154810d60.jpg,ENFJ/5154810d60_face.jpg,0.8653408288955688,40,76,147,200,train
176,ENFJ,ENFJ/52220ba680.jpg,ENFJ/52220ba680_face.jpg,0.9078198671340942,89,1,382,258,train
177,ENFJ,ENFJ/5260ed3a57.jpg,ENFJ/5260ed3a57_face.jpg,0.8608099222183228,56,75,128,166,val
178,ENFJ,ENFJ/527417200f.jpg,ENFJ/527417200f_face.jpg,0.8922513127326965,138,118,418,496,train
179,ENFJ,ENFJ/52e9f8ca69.jpg,ENFJ/52e9f8ca69_face.jpg,0.910856544971466,117,48,248,227,train
180,ENFJ,ENFJ/5322b0a590.jpg,ENFJ/5322b0a590_face.jpg,0.8996899127960205,75,43,126,116,train
181,ENFJ,ENFJ/53a692b3b7.jpg,ENFJ/53a692b3b7_face.jpg,0.85981684923172,117,291,393,708,train
182,ENFJ,ENFJ/53d5383028.jpg,ENFJ/53d5383028_face.jpg,0.8764069676399231,323,216,505,424,test
183,ENFJ,ENFJ/544f4730f6.jpg,ENFJ/544f4730f6_face.jpg,0.8638994693756104,455,232,1242,1228,train
184,ENFJ,ENFJ/5509f3ab03.jpg,ENFJ/5509f3ab03_face.jpg,0.8389623165130615,32,52,143,223,train
185,ENFJ,ENFJ/564be53f11.jpg,ENFJ/564be53f11_face.jpg,0.9046868085861206,357,261,612,588,train
186,ENFJ,ENFJ/569160fc04.jpg,ENFJ/569160fc04_face.jpg,0.9417730569839478,1051,664,2773,3039,train
187,ENFJ,ENFJ/5695235f28.jpg,ENFJ/5695235f28_face.jpg,0.9226313829421996,167,145,634,831,val
188,ENFJ,ENFJ/569d8a6e37.jpg,ENFJ/569d8a6e37_face.jpg,0.8916833400726318,29,16,126,151,train
189,ENFJ,ENFJ/56c6fe5dfc.jpg,ENFJ/56c6fe5dfc_face.jpg,0.8689773678779602,67,36,143,145,train
190,ENFJ,ENFJ/587e9d18c2.jpg,ENFJ/587e9d18c2_face.jpg,0.860194742679596,99,157,295,496,test
191,ENFJ,ENFJ/5880c80baa.jpg,ENFJ/5880c80baa_face.jpg,0.8815885782241821,453,488,1173,1403,train
192,ENFJ,ENFJ/58d0089164.jpg,ENFJ/58d0089164_face.jpg,0.9051581025123596,62,66,135,167,train
193,ENFJ,ENFJ/59402df17a.jpg,ENFJ/59402df17a_face.jpg,0.9015527963638306,41,22,128,136,train
194,ENFJ,ENFJ/5995e2eac4.jpg,ENFJ/5995e2eac4_face.jpg,0.8674403429031372,79,72,212,248,train
195,ENFJ,ENFJ/59b53d241b.jpg,ENFJ/59b53d241b_face.jpg,0.8840259313583374,140,29,238,149,test
196,ENFJ,ENFJ/59d00a408f.jpg,ENFJ/59d00a408f_face.jpg,0.901402711868286,466,75,660,336,train
197,ENFJ,ENFJ/5a3f109a8b.jpg,ENFJ/5a3f109a8b_face.jpg,0.8563951253890991,54,40,158,171,train
198,ENFJ,ENFJ/5ac7ff4bad.jpg,ENFJ/5ac7ff4bad_face.jpg,0.9193049669265748,48,51,155,197,train
199,ENFJ,ENFJ/5b7525043f.jpg,ENFJ/5b7525043f_face.jpg,0.929672122001648,64,40,186,190,val
200,ENFJ,ENFJ/5baad842bf.jpg,ENFJ/5baad842bf_face.jpg,0.8963719606399536,41,59,124,154,train
201,ENFJ,ENFJ/5bfc7f410d.jpg,ENFJ/5bfc7f410d_face.jpg,0.9192861318588256,62,0,152,114,train
202,ENFJ,ENFJ/5f7fd60f73.jpg,ENFJ/5f7fd60f73_face.jpg,0.9368088245391846,25,17,136,174,train
203,ENFJ,ENFJ/6008d9737b.jpg,ENFJ/6008d9737b_face.jpg,0.8909696936607361,45,30,146,165,train
204,ENFJ,ENFJ/606fec4d42.jpg,ENFJ/606fec4d42_face.jpg,0.8940962553024292,42,55,137,170,train
205,ENFJ,ENFJ/617890bba3.jpg,ENFJ/617890bba3_face.jpg,0.9278939962387084,79,4,196,172,train
206,ENFJ,ENFJ/61da8c11d3.jpg,ENFJ/61da8c11d3_face.jpg,0.90840744972229,79,38,146,136,val
207,ENFJ,ENFJ/6205d295e2.jpg,ENFJ/6205d295e2_face.jpg,0.8992391228675842,110,42,184,134,train
208,ENFJ,ENFJ/62726af2a5.jpg,ENFJ/62726af2a5_face.jpg,0.910218358039856,716,123,1169,808,test
209,ENFJ,ENFJ/64325dca1f.jpg,ENFJ/64325dca1f_face.jpg,0.920131504535675,525,667,1766,2263,train
210,ENFJ,ENFJ/648af60dff.jpg,ENFJ/648af60dff_face.jpg,0.943321406841278,338,13,855,669,train
211,ENFJ,ENFJ/64a2287602.jpg,ENFJ/64a2287602_face.jpg,0.91892409324646,347,113,597,454,train
212,ENFJ,ENFJ/65d4c65fe3.jpg,ENFJ/65d4c65fe3_face.jpg,0.8969667553901672,222,161,343,326,test
213,ENFJ,ENFJ/6737d1886c.jpg,ENFJ/6737d1886c_face.jpg,0.855541467666626,114,59,495,564,train
214,ENFJ,ENFJ/673a3bb1ce.jpg,ENFJ/673a3bb1ce_face.jpg,0.8772853016853333,47,43,117,135,train
215,ENFJ,ENFJ/6741475a06.jpg,ENFJ/6741475a06_face.jpg,0.8822288513183594,273,160,718,768,train
